task_id,label,feat
4391,application_1758535431786_14557,"[8668239, 7157]"
4392,application_1758535431786_14561,"[922026, 362]"
4393,application_1758535431786_14482,"[17070087, 14742]"
4394,application_1758535431786_14570,"[63284, 30]"
4395,application_1758535431786_14562,"[352003, 171]"
4396,application_1758535431786_14569,"[2350661, 865]"
4397,application_1758535431786_14536,"[11773327, 21086]"
4398,application_1758535431786_14530,"[3891580, 1476]"
4399,application_1758535431786_14446,"[31316342, 22398]"
4400,application_1758535431786_14558,"[3249527, 1139]"
4401,application_1758535431786_14560,"[2955712, 2120]"
4402,application_1758535431786_14571,"[868165, 195]"
4403,application_1758535431786_14572,"[946303, 374]"
4404,application_1758535431786_14552,"[4027554, 1535]"
4405,application_1758535431786_14566,"[1926557, 1122]"
4406,application_1758535431786_14582,"[147264, 32]"
4407,application_1758535431786_14573,"[18559610, 10227]"
4408,application_1758535431786_14583,"[202627, 46]"
4409,application_1758535431786_14537,"[6726138, 860]"
4410,application_1758535431786_14585,"[1263004, 268]"
4411,application_1758535431786_14567,"[4914857, 1751]"
4412,application_1758535431786_14584,"[178455, 125]"
4413,application_1758535431786_14590,"[157105, 36]"
4414,application_1758535431786_14594,"[120369, 28]"
4415,application_1758535431786_14578,"[2044128, 1343]"
4416,application_1758535431786_14593,"[185361, 42]"
4417,application_1758535431786_14589,"[170341, 39]"
4418,application_1758535431786_14516,"[21789778, 8335]"
4419,application_1758535431786_14595,"[139174, 35]"
4420,application_1758535431786_14581,"[3210977, 1681]"
4421,application_1758535431786_14591,"[341019, 77]"
4422,application_1758535431786_14587,"[2076710, 1468]"
4423,application_1758535431786_14580,"[7162107, 2824]"
4424,application_1758535431786_14586,"[16898882, 11430]"
4425,application_1758535431786_14602,"[73650, 35]"
4426,application_1758535431786_14603,"[224791, 51]"
4427,application_1758535431786_14600,"[399414, 77]"
4428,application_1758535431786_14576,"[3475397, 5755]"
4429,application_1758535431786_14588,"[5967714, 4945]"
4430,application_1758535431786_14599,"[1372569, 579]"
4431,application_1758535431786_14601,"[241030, 144]"
4432,application_1758535431786_14598,"[500728, 114]"
4433,application_1758535431786_14597,"[613127, 141]"
4434,application_1758535431786_14609,"[208849, 45]"
4435,application_1758535431786_14611,"[244151, 55]"
4436,application_1758535431786_14610,"[269378, 63]"
4437,application_1758535431786_14612,"[79922, 38]"
4438,application_1758535431786_14605,"[1832702, 1189]"
4439,application_1758535431786_14614,"[91011, 97]"
4440,application_1758535431786_14613,"[340615, 78]"
4441,application_1758535431786_14579,"[10090422, 7400]"
4442,application_1758535431786_14606,"[7187752, 2560]"
4443,application_1758535431786_14622,"[199390, 46]"
4444,application_1758535431786_14620,"[121978, 58]"
4445,application_1758535431786_14621,"[119989, 58]"
4446,application_1758535431786_14608,"[4143097, 1391]"
4447,application_1758535431786_14618,"[147529, 72]"
4448,application_1758535431786_14596,"[1586612, 358]"
4449,application_1758535431786_14623,"[1901586, 766]"
4450,application_1758535431786_14577,"[17396510, 7316]"
4451,application_1758535431786_14624,"[759469, 414]"
4452,application_1758535431786_14617,"[1405363, 534]"
4453,application_1758535431786_14619,"[1800217, 626]"
4454,application_1758535431786_14632,"[52148, 24]"
4455,application_1758535431786_14633,"[417936, 93]"
4456,application_1758535431786_14539,"[64468473, 19512]"
4457,application_1758535431786_14635,"[691954, 259]"
4458,application_1758535431786_14626,"[1900128, 724]"
4459,application_1758535431786_14628,"[1487648, 565]"
4460,application_1758535431786_14627,"[898068, 353]"
4461,application_1758535431786_14630,"[9877163, 4552]"
4462,application_1758535431786_14629,"[1720711, 654]"
4463,application_1758535431786_14615,"[5632497, 3905]"
4464,application_1758535431786_14640,"[151902, 35]"
4465,application_1758535431786_14631,"[23004836, 15758]"
4466,application_1758535431786_14538,"[12672407, 4838]"
4467,application_1758535431786_14641,"[103296, 49]"
4468,application_1758535431786_14444,"[108925244, 41524]"
4469,application_1758535431786_14639,"[405489, 94]"
4470,application_1758535431786_14637,"[929377, 210]"
4471,application_1758535431786_14638,"[948820, 214]"
4472,application_1758535431786_14574,"[27618192, 11544]"
4473,application_1758535431786_14644,"[548774, 769]"
4474,application_1758535431786_14625,"[4111961, 1439]"
4475,application_1758535431786_14647,"[703693, 1004]"
4476,application_1758535431786_14649,"[590453, 390]"
4477,application_1758535431786_14648,"[1583697, 1118]"
4478,application_1758535431786_14642,"[1126275, 253]"
4479,application_1758535431786_14646,"[1795049, 633]"
4480,application_1758535431786_14643,"[1799459, 395]"
4481,application_1758535431786_14645,"[2581065, 918]"
4482,application_1758535431786_14616,"[29441036, 11214]"
4483,application_1758535431786_14653,"[318730, 73]"
4484,application_1758535431786_14651,"[3746076, 1342]"
4485,application_1758535431786_14655,"[306018, 117]"
4486,application_1758535431786_14575,"[43230516, 22648]"
4487,application_1758535431786_14656,"[193120, 44]"
4488,application_1758535431786_14659,"[618233, 232]"
4489,application_1758535431786_14523,"[17905831, 6288]"
4490,application_1758535431786_14661,"[183797, 42]"
4491,application_1758535431786_14660,"[300640, 111]"
4492,application_1758535431786_14654,"[1758283, 608]"
4493,application_1758535431786_14657,"[725473, 164]"
4494,application_1758535431786_14604,"[5284636, 1192]"
4495,application_1758535431786_14634,"[12966721, 9277]"
4496,application_1758535431786_14658,"[871435, 197]"
4497,application_1758535431786_14607,"[5563520, 1255]"
4498,application_1758535431786_14663,"[449736, 171]"
4499,application_1758535431786_14662,"[893721, 203]"
4500,application_1758535431786_14665,"[894607, 202]"
4501,application_1758535431786_14668,"[191559, 44]"
4502,application_1758535431786_14534,"[314455299, 66967]"
4503,application_1758535431786_14666,"[1393721, 316]"
4504,application_1758535431786_14681,"[219224, 80]"
4505,application_1758535431786_14592,"[8357760, 1885]"
4506,application_1758535431786_14245,"[53925793, 150044]"
4507,application_1758535431786_14678,"[1069621, 689]"
4508,application_1758535431786_14687,"[212622, 50]"
4509,application_1758535431786_14679,"[1018799, 178]"
4510,application_1758535431786_14686,"[195997, 117]"
4511,application_1758535431786_14669,"[4216445, 821]"
4512,application_1758535431786_14675,"[990927, 225]"
4513,application_1758535431786_14667,"[1137609, 554]"
4514,application_1758535431786_14683,"[1669154, 633]"
4515,application_1758535431786_14672,"[8422119, 12533]"
4516,application_1758535431786_14691,"[69457, 33]"
4517,application_1758535431786_14673,"[2688930, 1023]"
4518,application_1758535431786_14676,"[14863274, 6285]"
4519,application_1758535431786_14692,"[94875, 45]"
4520,application_1758535431786_14685,"[2112950, 721]"
4521,application_1758535431786_14670,"[1627469, 367]"
4522,application_1758535431786_14680,"[6882857, 4991]"
4523,application_1758535431786_14689,"[1312627, 858]"
4524,application_1758535431786_14674,"[19602398, 16036]"
4525,application_1758535431786_14690,"[669712, 261]"
4526,application_1758535431786_14693,"[11589906, 9888]"
4527,application_1758535431786_14695,"[364558, 117]"
4528,application_1758535431786_14694,"[951856, 360]"
4529,application_1758535431786_14664,"[16110764, 5939]"
4530,application_1758535431786_14702,"[463385, 105]"
4531,application_1758535431786_14699,"[8380455, 4435]"
4532,application_1758535431786_14705,"[513872, 117]"
4533,application_1758535431786_14704,"[726756, 165]"
4534,application_1758535431786_14697,"[2904993, 594]"
4535,application_1758535431786_14700,"[1351033, 512]"
4536,application_1758535431786_14715,"[136664, 31]"
4537,application_1758535431786_14716,"[103230, 48]"
4538,application_1758535431786_14711,"[138303, 34]"
4539,application_1758535431786_14636,"[385526215, 269057]"
4540,application_1758535431786_14707,"[327451, 75]"
4541,application_1758535431786_14719,"[368624, 85]"
4542,application_1758535431786_14721,"[81525, 38]"
4543,application_1758535431786_14703,"[2085911, 789]"
4544,application_1758535431786_14714,"[811173, 307]"
4545,application_1758535431786_14717,"[2211919, 1577]"
4546,application_1758535431786_14701,"[1482877, 334]"
4547,application_1758535431786_14712,"[710069, 159]"
4548,application_1758535431786_14723,"[351623, 80]"
4549,application_1758535431786_14708,"[727632, 165]"
4550,application_1758535431786_14720,"[18577615, 10409]"
4551,application_1758535431786_14710,"[1537967, 583]"
4552,application_1758535431786_14724,"[452631, 103]"
4553,application_1758535431786_14709,"[896842, 202]"
4554,application_1758535431786_14650,"[27283371, 5845]"
4555,application_1758535431786_14733,"[281717, 65]"
4556,application_1758535431786_14725,"[3253679, 633]"
4557,application_1758535431786_14728,"[1432241, 543]"
4558,application_1758535431786_14729,"[847106, 190]"
4559,application_1758535431786_14731,"[461461, 105]"
4560,application_1758535431786_13849,"[121678461, 212111]"
4561,application_1758535431786_14734,"[944692, 215]"
4562,application_1758535431786_14736,"[95940, 46]"
4563,application_1758535431786_14738,"[358150, 82]"
4564,application_1758535431786_14726,"[1455973, 330]"
4565,application_1758535431786_14732,"[9950643, 8270]"
4566,application_1758535431786_14722,"[7023124, 4944]"
4567,application_1758535431786_14730,"[37695848, 25552]"
4568,application_1758535431786_14737,"[1110052, 252]"
4569,application_1758535431786_14740,"[1952996, 378]"
4570,application_1758535431786_14744,"[66283, 32]"
4571,application_1758535431786_14742,"[172347, 83]"
4572,application_1758535431786_14741,"[206636, 100]"
4573,application_1758535431786_14713,"[10837274, 7544]"
4574,application_1758535431786_14735,"[10313670, 7482]"
4575,application_1758535431786_14745,"[1079953, 455]"
4576,application_1758535431786_14743,"[999206, 225]"
4577,application_1758535431786_14727,"[3802323, 857]"
4578,application_1758535431786_14749,"[66533, 32]"
4579,application_1758535431786_14746,"[1898953, 663]"
4580,application_1758535431786_14696,"[23976515, 19177]"
4581,application_1758535431786_14751,"[418539, 157]"
4582,application_1758535431786_14747,"[1772724, 673]"
4583,application_1758535431786_14752,"[328916, 75]"
4584,application_1758535431786_14753,"[204354, 120]"
4585,application_1758535431786_14754,"[67630, 32]"
4586,application_1758535431786_14755,"[235743, 54]"
4587,application_1758535431786_14750,"[1274092, 285]"
4588,application_1758535431786_14756,"[153712, 74]"
4589,application_1758535431786_14757,"[93560, 45]"
4590,application_1758535431786_14718,"[13574205, 9007]"
4591,application_1758535431786_14758,"[1452188, 551]"
4592,application_1758535431786_14748,"[19363677, 8092]"
4593,application_1758535431786_14761,"[603517, 106]"
4594,application_1758535431786_14759,"[3672058, 2633]"
4595,application_1758535431786_14400,"[66029939, 9213]"
4596,application_1758535431786_14762,"[196910, 95]"
4597,application_1758535431786_14677,"[14171578, 3194]"
4598,application_1758535431786_14765,"[107017, 25]"
4599,application_1758535431786_14764,"[179716, 41]"
4600,application_1758535431786_14766,"[161578, 114]"
4601,application_1758535431786_14770,"[167898, 39]"
4602,application_1758535431786_14767,"[6093574, 3210]"
4603,application_1758535431786_14772,"[335757, 76]"
4604,application_1758535431786_14760,"[4929945, 1110]"
4605,application_1758535431786_14768,"[11380007, 4482]"
4606,application_1758535431786_14771,"[1493042, 967]"
4607,application_1758535431786_14775,"[98519, 23]"
4608,application_1758535431786_14763,"[15138310, 10946]"
4609,application_1758535431786_14776,"[481338, 103]"
4610,application_1758535431786_14778,"[829785, 465]"
4611,application_1758535431786_14779,"[166953, 99]"
4612,application_1758535431786_14698,"[14495166, 3267]"
4613,application_1758535431786_14781,"[290078, 100]"
4614,application_1758535431786_14782,"[273299, 62]"
4615,application_1758535431786_14780,"[1317087, 499]"
4616,application_1758535431786_14777,"[2215906, 1452]"
4617,application_1758535431786_14783,"[389476, 139]"
4618,application_1758535431786_14785,"[392258, 91]"
4619,application_1758535431786_14784,"[1096442, 247]"
4620,application_1758535431786_14786,"[989728, 223]"
4621,application_1758535431786_14789,"[326791, 75]"
4622,application_1758535431786_14682,"[20425849, 4604]"
4623,application_1758535431786_14773,"[5652263, 1275]"
4624,application_1758535431786_14787,"[2406763, 542]"
4625,application_1758535431786_14791,"[1366834, 975]"
4626,application_1758535431786_14788,"[1610645, 363]"
4627,application_1758535431786_14793,"[275574, 63]"
4628,application_1758535431786_14794,"[249870, 58]"
4629,application_1758535431786_14795,"[307462, 70]"
4630,application_1758535431786_14796,"[196214, 45]"
4631,application_1758535431786_14792,"[1096537, 248]"
4632,application_1758535431786_14806,"[139677, 32]"
4633,application_1758535431786_14804,"[303522, 69]"
4634,application_1758535431786_14810,"[179354, 58]"
4635,application_1758535431786_14801,"[364700, 117]"
4636,application_1758535431786_14800,"[9701386, 4129]"
4637,application_1758535431786_14811,"[215073, 126]"
4638,application_1758535431786_14803,"[799237, 534]"
4639,application_1758535431786_14799,"[1498453, 339]"
4640,application_1758535431786_14812,"[250605, 57]"
4641,application_1758535431786_14813,"[392472, 89]"
4642,application_1758535431786_14798,"[20570310, 16854]"
4643,application_1758535431786_14807,"[8197946, 12811]"
4644,application_1758535431786_14815,"[98096, 47]"
4645,application_1758535431786_14808,"[2085589, 1343]"
4646,application_1758535431786_14819,"[223270, 49]"
4647,application_1758535431786_14809,"[1738335, 303]"
4648,application_1758535431786_14797,"[3116770, 702]"
4649,application_1758535431786_14814,"[191472, 92]"
4650,application_1758535431786_14817,"[9002673, 4752]"
